"IdeaID","meaning","meaningAsm"
"18188","a set of economic policies, usually consisting of tax increases, spending cuts, or a combination of the two, used by governments to reduce budget deficits.

","বাজেটৰ ঘাটি হ্ৰাস কৰিবলৈ চৰকাৰে ব্যৱহাৰ কৰা অৰ্থনৈতিক নীতিৰ এটা গোট, সাধাৰণতে কৰ বৃদ্ধি, ব্যয় কৰ্তন বা দুয়োটাৰে সংমিশ্ৰণেৰে গঠিত৷
"
"18189","Be the property of ; to pertain to; be a member of
","গৰাকী হ, সম্বন্ধিত হোৱা, অন্তৰ্ভূক্ত হোৱা, সদস্য হোৱা
"
"18190","First letter of Assamese list of vowel

","অসমীয়া বৰ্ণমালাৰ প্ৰথম আখৰ

"
"18191","Do or carry out some action without considering the consequence.
","ফলাফল বা পৰিণতিৰ কথা চিন্তা নকৰি কোনো কাম কৰা৷"
"18192","fall on a hard surface and immediately move up
","0
"
"18193","To get done in advance
","কোনো এটা কাম আগতীয়াকৈ কৰি ৰখা বুজাবলৈ 
"
"18194","Acts of rubbing repeatedly 
","এটাই আনটোক ঘঁহা বা বাৰে বাৰে ঘৰ্ষণ কৰা কাৰ্য্য 

"
"18195","a plant that produces flowers, fruit, and seeds.

","যি উদ্ভিদৰ ফুল-ফল হয়৷

"
"18196","To agree between two or more parties to certain terms.

","দুই বা ততোধিক দলৰ মাজত সৈমত হোৱা কিছু সিদ্ধান্ত৷

"
"18197","
Young hog.
","
পোৱালী গাহৰি
"
"18198","Services given by a bank
","
"
"18199","Going out after dilemma or indecisiveness.

","যাওঁ নাযাওঁ বহু ভাৱি গুণি ওলাই যোৱা

"
"18200","To command to come out of a enclosure like house or room.


","ওলাই আহ্

"
"18201","a place far away from mainstream habitations. 


","মূল সূতিৰ বাসস্থানৰ পৰা বহু দূৰৰ ঠাই৷

"
"18202","a person to whom the parents helds over to take care of their baby , while they are at work.
","
"
"18203","Short trousers that reach only to the knees or thighs.
","কেৱল আঁঠু বা উৰুলৈকে পোৱা চুটি পটলুং
"
"18204","A command to move forwards


","আগুৱাই যা 


"
"18205","A prayer ritual conducted after one month of childbirth

","সন্তান জন্মৰ এমাহৰ দিনা পতা নাম

"
"18206","Being in one single part



","এটা মাত্ৰ অংশ



"
"18207","The feeling of utopia after withdrawal from alcoholic intoxication.

","মদৰ ৰাগি আঁতৰাৰ পিছত আলস্য অনুভৱ কৰা

"
"18208","Front part of bamboo tree

","বাঁহৰ আগখণ্ড

"
"18209","A piece of cloth worn by Assamese women in the past


","অতীতত অসমীয়া মহিলাই গাত মেৰিয়াই পিন্ধা কাপোৰ 


"
"18210","a person`s or animal`s nature, especially as it permanently affects their behaviour.
","এজন ব্যক্তি বা জন্তুৰ প্ৰকৃতি, বিশেষকৈ যিদৰে ই সিহঁতৰ আচৰণত স্থায়ীভাৱে প্ৰভাৱ পেলায়৷

"
"18211","The hand on the right side of the body.



","সোঁফালে থকা হাতখন



"
"18212","The most important and trustful assistant 



","অতি বিশ্বাসী আৰু নিৰ্ভয়যোগে সহায়ক



"
"18213","The fat and juices that drip from cooking meat, often thickened, seasoned, flavored, etc., and used as a sauce for meat, potatoes, rice, etc.
","কম পানী থকা আঞ্জা বাৰ তৰকাৰী"
"18214","A plant that belongs to the family Arecaceae. There are over 150 species of coconuts that can be found in 80 different countries throughout the world. Coconut tree grows only in the tropical climate. This plant live on the sandy soil, requires a lot of sunlight and regular rainfalls.

","

"
"18215","A feathery palm that grows to approximately 1.5 m in height and is widely cultivated in tropical India, Bangladesh, Japan, Sri Lanka, south China, the East Indies, the Philippines, and parts of Africa. The tropical palm trees bear fruit all year. The nut may be used fresh, dried, or cured by boiling, baking, or roasting.
","
"
"18216","a child of one`s uncle or aunt.
","সম্পৰ্কীয় ভাই-ককাই বা ভগ্নী৷
"
"18217","
female swan.
","
মাইকী ৰাজহাঁহ
"
"18218","a vine with red flower clusters which is native to tropical Asia.

","
"
"18219","
a boat that is driven by a steam engine.
","

"
"18220","closely sealed where water can`t pass through.
","
"
"18221","the lowest temperature that is thought to be possible
","
"
"18222","of hidden or esoteric meaning, incomprehensible 
","
"
"18223","characterized by or fond of small and overfine distinctions.
","
"
"18224","
a road giving access to a place or to another road
","

"
"18225","present (a complaint, appeal, claim, etc.) formally to the proper authorities.
","সঠিক কৰ্তৃপক্ষৰ ওচৰত (অভিযোগ, আহ্বান, দাবী ইত্যাদি) উপস্থাপন কৰ্‌
"
"18226","(an area or place) often having or with a tendency to have accidents
","
"
"18227","to defuse an argument, to settle a hot argument, to mediate to compromise.
","ভঙা পতা কৰা, মধ্যস্থতা কৰি কাজিয়া ভঙা 
"
"18228","a nick name given to the youngest male member of the family 



"," 
পৰিয়ালৰ একেবাৰে সৰু পুৰুষ সদস্যক মৰমেৰে কৰা সম্বোধন


"
"18229","a female tiger.
","
"
"18230","at or at which by referring to a time or circumstance.
","

"
"18231","put things in a systematic order
","
"
"18232","
it is a term used to address a person who take care and supervision of a ""Vaishnavite Namghar"".
","ভকত বা নামঘৰীয়াক কৰা সম্বোধন 

"
"18233","
girl that upset easily 
","ঠেহ পতা ছোৱালী 

"
"18234","
little dark and little light

","অলপ পোহৰ অলপ ছায়া থকা

"
"18235","
exclamation used to express disgust 

","


"
"18236","
woman that doesn`t have the capacity to give birth again after giving birth to a child ","এটা সন্তানৰ পিছত আৰু সন্তান জন্ম দিব নোৱাৰা তিৰোতা 
"
"18237","blanket or mattress made from old torn clothes 


","ফটা কাপোৰেৰে তৈয়াৰ কৰা এবিধ কম্বল 


"
"18238","the household chores, activities as cooking, cleaning , laundry etc.
","
"
"18239","a tear drop that comes out from the eyes.
","
"
"18240","not properly cooked
","ভালকৈ নিসিজা
"
"18241","
the prevailing fashion or style at a particular time.


","
এক বিশেষ সময়ত প্ৰচলিত প্ৰথা বা শৈলী৷
ৰীতি; প্ৰথা; চলন


"
"18242","the sun and the moon that are the religious gods for the tribes like  Mising, Nisi, Apatani etc.
","
"
"18243","
filth that gather in the corner of the eyes ","চকুৰ কোণত জমা হোৱা মল 
"
"18244","dirt in the nose
","নাকত জমা হোৱা মলি
"
"18245","a term used for someone from which we gain some sort of profit




","যাৰ পৰা সহায় বা লাভ হয়৷ যেনে- আইদেইৰা কামলা ৷





"
"18246","a flower that is widely known for its drought tolerance in many tropical regions in particular. 

","


"
"18247","a shrub with fragrant flowers found wild in southern India, Burma and the Andaman.
","
"
"18248","A tree that provides shade in an arid environment, as well as nutrition and medicine.  In the desert climate, dates provide a staple food like potatoes, wheat, and rice in cooler climates.  

","

"
"18249","the female of a horse or other equine animal.

","

"
"18250","a young uncastrated male horse, in particular one less than four years old.
","
"
"18251","a young female horse, especially one less than four years old
","
"
"18252","a young cat.
","
"
"18253","a swift-running deerlike ruminant with smooth hair and upward-pointing horns, of a group native to Africa and Asia that includes the gazelles, impala, gnus, and elands.
","
"
"18254","Refers to food cooked in hot oil
","গৰম তেলত ৰন্ধা
"
"18255","a scared or cowering person
","
"
